dat_yer,dst_num,dst_tye,dst_nam,dst_cou,sch_num,sch_nam,sch_cou,enr_k12,fre_k12,rpc_k12,lep_k12,spe_k12,enr_pk12,fre_pk12,rpc_pk12,lep_pk12,spe_pk12,eco_dev
03-04,0549,01,PERHAM,56,040,DENT EL.,56,69,17,17,0,5,69,17,17,0,5,04
03-04,0549,01,PERHAM,56,080,PERHAM AREA LEARNING CNTR.,56,24,4,1,0,7,24,4,1,0,7,04
03-04,0550,01,UNDERWOOD,56,010,UNDERWOOD EL.,56,244,78,23,1,32,245,78,23,1,33,04
03-04,0550,01,UNDERWOOD,56,020,UNDERWOOD SEC.,56,230,52,21,2,31,230,52,21,2,31,04
03-04,0553,01,NEW YORK MILLS,56,010,NEW YORK MILLS EL.,56,391,133,53,0,47,401,133,53,0,57,04
03-04,0553,01,NEW YORK MILLS,56,020,NEW YORK MILLS SEC.,56,351,87,53,0,44,351,87,53,0,44,04
03-04,0561,01,GOODRIDGE,57,010,GOODRIDGE EL.,57,83,34,13,0,11,83,34,13,0,11,01
03-04,0561,01,GOODRIDGE,57,020,GOODRIDGE SEC.,57,84,26,16,0,11,84,26,16,0,11,01
03-04,0564,01,THIEF RIVER FALLS,57,031,CHALLENGER EL.,57,853,209,98,17,129,877,214,98,17,153,01
03-04,0564,01,THIEF RIVER FALLS,57,060,FRANKLIN MID.,57,495,88,51,10,70,495,88,51,10,70,01
03-04,0564,01,THIEF RIVER FALLS,57,070,LINCOLN SR.,57,699,94,64,0,80,699,94,64,0,80,01
03-04,0564,01,THIEF RIVER FALLS,57,075,NORTHWEST ALC,57,24,5,1,0,1,24,5,1,0,1,01
03-04,0577,01,WILLOW RIVER,58,030,WILLOW RIVER EL.,58,232,83,31,0,20,235,83,31,0,23,07E
03-04,0577,01,WILLOW RIVER,58,040,WILLOW RIVER SEC.,58,206,70,31,0,29,206,70,31,0,29,07E
03-04,0577,01,WILLOW RIVER,58,050,WILLOW RIVER ALP,58,24,1,0,0,0,24,1,0,0,0,07E
03-04,0578,01,PINE CITY,58,010,PINE CITY EL.,58,787,229,58,0,46,804,229,60,0,63,07E
03-04,0578,01,PINE CITY,58,020,PINE CITY SEC.,58,862,162,59,1,65,862,162,59,1,65,07E
03-04,0578,01,PINE CITY,58,692,PINE CITY ALC,58,51,8,3,0,2,51,8,3,0,2,07E
03-04,0581,01,EDGERTON,59,010,EDGERTON SEC.,59,139,26,24,1,26,139,26,24,1,26,08
03-04,0581,01,EDGERTON,59,020,EDGERTON EL.,59,147,40,21,2,26,149,40,21,2,28,08
03-04,0584,01,RUTHTON,59,010,R.T.R. EL.,59,245,52,37,3,23,257,57,38,3,35,08
03-04,0592,01,CLIMAX,60,010,CLIMAX EL.,60,70,34,4,1,13,71,35,4,1,14,01
03-04,0592,01,CLIMAX,60,020,CLIMAX SEC.,60,77,34,8,1,18,77,34,8,1,18,01
03-04,0593,01,CROOKSTON,60,010,WASHINGTON EL.,60,222,89,36,33,32,222,89,36,33,32,01
03-04,0593,01,CROOKSTON,60,020,NEW PATHS AREA LEARNING CTR.,60,56,29,5,7,7,56,29,5,7,7,01
03-04,0593,01,CROOKSTON,60,050,LINCOLN EL.,60,80,28,8,3,11,94,30,8,3,25,01
03-04,0593,01,CROOKSTON,60,080,HIGHLAND EL.,60,512,173,56,58,95,512,173,56,58,95,01
03-04,0593,01,CROOKSTON,60,090,CROOKSTON SEC.,60,628,125,43,43,87,628,125,43,43,87,01
03-04,0593,01,CROOKSTON,60,100,RED RIVER JUVENILE CENTER,60,5,1,0,0,2,5,1,0,0,2,01
03-04,0595,01,EAST GRAND FORKS,60,110,SOUTH POINT,60,373,90,39,11,56,373,90,39,11,56,01
03-04,0595,01,EAST GRAND FORKS,60,120,NEW HEIGHTS EL.,60,401,115,42,11,37,419,116,42,11,55,01
03-04,0595,01,EAST GRAND FORKS,60,310,CENTRAL MID.,60,425,82,54,18,62,425,82,54,18,62,01
03-04,0595,01,EAST GRAND FORKS,60,320,EAST GRAND FORKS SR.,60,584,92,44,2,73,584,92,44,2,73,01
03-04,0599,01,FERTILE-BELTRAMI,60,010,FERTILE-BELTRAMI EL.,60,237,79,26,0,26,243,81,26,0,32,01
03-04,0599,01,FERTILE-BELTRAMI,60,020,FERTILE-BELTRAMI SEC.,60,308,79,35,0,44,308,79,35,0,44,01
03-04,0600,01,FISHER,60,001,FISHER EL.,60,150,41,10,0,14,152,41,10,0,16,01
03-04,0600,01,FISHER,60,002,FISHER SEC.,60,155,31,6,0,26,155,31,6,0,26,01
03-04,0601,01,FOSSTON,60,010,MAGELSSEN EL.,60,339,102,56,0,40,350,104,57,0,51,01
03-04,0601,01,FOSSTON,60,020,FOSSTON SEC.,60,327,79,42,0,37,327,79,42,0,37,01
03-04,0611,01,CYRUS,61,010,CYRUS TECHNOLOGY EL.,61,68,19,3,0,9,68,19,3,0,9,04
03-04,0621,01,MOUNDS VIEW,62,025,BEL AIR EL.,62,518,144,58,36,60,518,144,58,36,60,11
03-04,0621,01,MOUNDS VIEW,62,026,ISLAND LAKE EL.,62,578,52,28,14,41,578,52,28,14,41,11
03-04,0621,01,MOUNDS VIEW,62,029,PIKE LAKE EL.,62,481,58,30,17,67,481,58,30,17,67,11
03-04,0621,01,MOUNDS VIEW,62,030,PINEWOOD EL.,62,562,112,74,16,64,562,112,74,16,64,11
03-04,0621,01,MOUNDS VIEW,62,033,SNAIL LAKE EL.,62,497,20,17,8,33,497,20,17,8,33,11
03-04,0621,01,MOUNDS VIEW,62,034,SUNNYSIDE EL.,62,516,155,54,33,58,516,155,54,33,58,11
03-04,0621,01,MOUNDS VIEW,62,035,TURTLE LAKE EL.,62,666,25,11,6,51,666,25,11,6,51,11
03-04,0621,01,MOUNDS VIEW,62,036,VALENTINE HILLS EL.,62,464,48,21,12,40,464,48,21,12,40,11
03-04,0621,01,MOUNDS VIEW,62,038,SPEECH PROGRAM - SP ED PROGRAM,62,0,0,0,0,0,34,0,0,0,34,11
03-04,0621,01,MOUNDS VIEW,62,039,BRIDGES PROGRAM,62,10,4,1,0,10,10,4,1,0,10,11
03-04,0621,01,MOUNDS VIEW,62,042,LEXINGTON CAMPUS - ECSE,62,0,0,0,0,0,71,0,0,0,71,11
03-04,0621,01,MOUNDS VIEW,62,059,MOUNDS VIEW ADULT BASIC ED.,62,14,0,0,0,0,14,0,0,0,0,11
03-04,0621,01,MOUNDS VIEW,62,060,MOUNDS VIEW ALC,62,184,39,12,0,28,184,39,12,0,28,11
03-04,0621,01,MOUNDS VIEW,62,061,CAREER AND LIFE TRANSITION,62,47,1,0,0,47,47,1,0,0,47,11
03-04,0621,01,MOUNDS VIEW,62,062,OAK GROVE SP. ED. MID.,62,18,12,0,0,18,18,12,0,0,18,11
03-04,0621,01,MOUNDS VIEW,62,063,OAK GROVE SR. SP. ED.,62,51,18,3,0,51,51,18,3,0,51,11
03-04,0621,01,MOUNDS VIEW,62,064,MOUNDS VIEW SR.,62,1916,73,37,8,143,1916,73,37,8,143,11
03-04,0621,01,MOUNDS VIEW,62,065,IRONDALE SR.,62,1549,155,87,13,163,1549,155,87,13,163,11
03-04,0621,01,MOUNDS VIEW,62,066,EDGEWOOD MID.,62,555,114,63,7,65,555,114,63,7,65,11
03-04,0621,01,MOUNDS VIEW,62,067,HIGHVIEW MID.,62,821,119,52,7,83,821,119,52,7,83,11
03-04,0621,01,MOUNDS VIEW,62,068,OGAT,62,16,0,0,0,16,16,0,0,0,16,11
03-04,0621,01,MOUNDS VIEW,62,070,CHIPPEWA MID.,62,1164,63,19,3,98,1164,63,19,3,98,11
03-04,0621,01,MOUNDS VIEW,62,600,SHARED TIME PROGRAM,62,1,0,0,0,1,1,0,0,0,1,11
03-04,0621,01,MOUNDS VIEW,62,699,EARLY INTERVENTION ALLIANCE-SP ED,62,0,0,0,0,0,31,0,0,0,31,11
03-04,0622,01,NORTH ST PAUL-MAPLEWOOD,62,027,CARVER EL.,62,566,104,35,47,46,566,104,35,47,46,11
03-04,0622,01,NORTH ST PAUL-MAPLEWOOD,62,028,CASTLE EL.,82,606,87,53,29,73,606,87,53,29,73,11
03-04,0622,01,NORTH ST PAUL-MAPLEWOOD,62,029,COWERN EL.,62,486,93,34,29,58,486,93,34,29,58,11
03-04,0622,01,NORTH ST PAUL-MAPLEWOOD,62,030,EAGLE POINT EL.,82,439,22,16,14,31,439,22,16,14,31,11
03-04,0622,01,NORTH ST PAUL-MAPLEWOOD,62,031,GLADSTONE CENTER,62,0,0,0,0,0,167,0,0,0,167,11
03-04,0622,01,NORTH ST PAUL-MAPLEWOOD,62,033,OAKDALE EL.,82,594,139,42,30,75,594,139,42,30,75,11
03-04,0622,01,NORTH ST PAUL-MAPLEWOOD,62,034,RICHARDSON EL.,62,487,113,48,29,76,487,113,48,29,76,11
03-04,0622,01,NORTH ST PAUL-MAPLEWOOD,62,035,WEAVER EL.,62,483,100,38,43,58,483,100,38,43,58,11
03-04,0622,01,NORTH ST PAUL-MAPLEWOOD,62,036,WEBSTER EL.,62,401,125,38,34,60,401,125,38,34,60,11
03-04,0622,01,NORTH ST PAUL-MAPLEWOOD,62,037,SKYVIEW COMMUNITY EL.,82,585,69,23,24,64,585,69,23,24,64,11
03-04,0622,01,NORTH ST PAUL-MAPLEWOOD,62,040,622 ALT MID./HIGH SCHOOL,62,71,7,4,0,17,71,7,4,0,17,11
03-04,0622,01,NORTH ST PAUL-MAPLEWOOD,62,054,SKYVIEW COMMUNITY MID.,82,891,120,38,26,85,891,120,38,26,85,11
03-04,0622,01,NORTH ST PAUL-MAPLEWOOD,62,055,JOHN GLENN MID.,62,911,190,62,77,110,911,190,62,77,110,11
03-04,0622,01,NORTH ST PAUL-MAPLEWOOD,62,056,MAPLEWOOD MID.,62,877,167,83,44,129,877,167,83,44,129,11
03-04,0622,01,NORTH ST PAUL-MAPLEWOOD,62,057,NORTH SR.,62,2039,273,125,67,225,2039,273,125,67,225,11
03-04,0622,01,NORTH ST PAUL-MAPLEWOOD,62,058,TARTAN SR.,82,1754,190,72,30,139,1754,190,72,30,139,11
03-04,0622,01,NORTH ST PAUL-MAPLEWOOD,62,061,FAIRVIEW ADOLESCENT PROGRAM,62,8,0,0,0,0,8,0,0,0,0,11
03-04,0623,01,ROSEVILLE,62,069,ROSEVILLE AREA SR.,62,2147,237,102,61,217,2147,237,102,61,217,11
03-04,0623,01,ROSEVILLE,62,070,ROSEVILLE AREA MID.,62,872,151,57,65,92,872,151,57,65,92,11
03-04,0623,01,ROSEVILLE,62,073,PARKVIEW CENTER EL.,62,701,64,18,39,67,701,64,18,39,67,11
03-04,0623,01,ROSEVILLE,62,721,BRIMHALL EL.,62,551,133,37,101,55,551,133,37,101,55,11
03-04,0623,01,ROSEVILLE,62,722,CENTRAL PARK EL.,62,367,63,33,39,47,367,63,33,39,47,11
03-04,0623,01,ROSEVILLE,62,723,EDGERTON EL.,62,411,106,47,67,37,411,106,47,67,37,11
03-04,0623,01,ROSEVILLE,62,724,FALCON HEIGHTS EL.,62,373,54,12,23,27,373,54,12,23,27,11
03-04,0623,01,ROSEVILLE,62,728,LITTLE CANADA EL.,62,455,98,45,39,45,455,98,45,39,45,11
03-04,0623,01,ROSEVILLE,62,731,WILLIAMS EL.,62,435,42,18,17,47,435,42,18,17,47,11
03-04,0623,01,ROSEVILLE,62,732,FAIRVIEW PROGRAM,62,0,0,0,0,0,77,5,5,0,77,11
03-04,0624,01,WHITE BEAR LAKE,62,029,WBL DISTRICT CENTER,62,0,0,0,0,0,21,0,0,0,21,11
03-04,0624,01,WHITE BEAR LAKE,62,054,WHITE BEAR NORTH CAMPUS ALC,62,22,8,0,0,1,22,8,0,0,1,11
03-04,0624,01,WHITE BEAR LAKE,62,055,WHITE BEAR NORTH CAMPUS SR.,62,1385,122,62,26,146,1385,122,62,26,146,11
03-04,0624,01,WHITE BEAR LAKE,62,056,NORMANDY PARK EDUCATION CENTER,62,0,0,0,0,0,106,0,0,0,106,11
03-04,0624,01,WHITE BEAR LAKE,62,057,CENTRAL MID.,62,1070,84,51,11,148,1070,84,51,11,148,11
03-04,0624,01,WHITE BEAR LAKE,62,058,CENTRAL ALC,62,18,4,1,0,2,18,4,1,0,2,11
03-04,0624,01,WHITE BEAR LAKE,62,059,SUNRISE PARK MID.,62,918,135,68,62,113,918,135,68,62,113,11
03-04,0624,01,WHITE BEAR LAKE,62,060,SUNRISE PARK ALC,45,39,13,7,0,0,39,13,7,0,0,11
03-04,0624,01,WHITE BEAR LAKE,62,095,WHITE BEAR SOUTH CAMPUS SR.,62,1354,79,53,7,101,1354,79,53,7,101,11
03-04,0624,01,WHITE BEAR LAKE,62,096,WHITE BEAR SOUTH CAMPUS ALC,62,61,9,2,2,17,61,9,2,2,17,11
03-04,0624,01,WHITE BEAR LAKE,62,827,BIRCH LAKE EL.,62,350,67,28,0,52,350,67,28,0,52,11
03-04,0624,01,WHITE BEAR LAKE,62,828,OTTER LAKE EL.,62,598,31,20,0,78,598,31,20,0,78,11
03-04,0624,01,WHITE BEAR LAKE,62,830,HUGO EL.,82,500,29,32,26,48,500,29,32,26,48,11
03-04,0624,01,WHITE BEAR LAKE,62,831,LAKEAIRES EL.,62,462,63,28,38,55,462,63,28,38,55,11
03-04,0624,01,WHITE BEAR LAKE,62,832,LINCOLN EL.,62,450,25,18,1,48,450,25,18,1,48,11
03-04,0624,01,WHITE BEAR LAKE,62,833,PARKVIEW EL.,62,533,81,31,0,41,533,81,31,0,41,11
03-04,0624,01,WHITE BEAR LAKE,62,834,VADNAIS HEIGHTS EL.,62,512,67,32,69,66,512,67,32,69,66,11
03-04,0624,01,WHITE BEAR LAKE,62,836,WILLOW LANE EL.,62,328,71,28,36,38,328,71,28,36,38,11
03-04,0624,01,WHITE BEAR LAKE,62,837,WHITE BEAR ALC,62,194,51,12,1,84,194,51,12,1,84,11
03-04,0625,01,ST. PAUL,62,006,A. G. A. P. E. TEEN PARENT,62,91,75,8,38,20,91,75,8,38,20,11
03-04,0625,01,ST. PAUL,62,007,HOME/HOSPITAL INSTRUCTION,62,11,0,0,0,4,13,0,0,0,6,11
03-04,0625,01,ST. PAUL,62,039,BATTLE CREEK LEARNING CENTER,62,27,16,6,2,27,27,16,6,2,27,11
03-04,0625,01,ST. PAUL,62,041,WEBSTER LEARNING CENTER,62,19,12,1,1,19,19,12,1,1,19,11
03-04,0625,01,ST. PAUL,62,043,MAXFIELD LEARNING CENTER,62,15,14,1,0,15,15,14,1,0,15,11
03-04,0625,01,ST. PAUL,62,045,HIGHWOOD HILLS LEARNING CENTER,62,47,33,2,4,47,47,33,2,4,47,11
03-04,0625,01,ST. PAUL,62,047,RONDO LEARNING CENTER,62,22,16,3,0,22,22,16,3,0,22,11
03-04,0625,01,ST. PAUL,62,048,RIVERSIDE SP. ED. PROGRAMS,62,9,1,1,0,2,9,1,1,0,2,11
03-04,0625,01,ST. PAUL,62,049,HANCOCK LEARNING CENTER,62,32,26,1,3,32,32,26,1,3,32,11
03-04,0625,01,ST. PAUL,62,050,ST. PAUL OPEN SCH.,62,400,238,37,120,74,400,238,37,120,74,11
03-04,0625,01,ST. PAUL,62,072,BUSH MEMORIAL,62,30,14,0,0,27,30,14,0,0,27,11
03-04,0625,01,ST. PAUL,62,090,FROST LAKE LEARNING CENTER,62,51,35,6,8,48,51,35,6,8,48,11
03-04,0625,01,ST. PAUL,62,150,BENJ. E. MAYS MAGNET/RONDO,62,437,312,53,146,77,437,312,53,146,77,11
03-04,0625,01,ST. PAUL,62,210,CENTRAL SR.,62,2080,750,171,389,179,2080,750,171,389,179,11
03-04,0625,01,ST. PAUL,62,212,COMO PARK SR.,62,1423,646,141,497,193,1423,646,141,497,193,11
03-04,0625,01,ST. PAUL,62,215,HARDING SR.,62,2101,1221,225,902,313,2101,1221,225,902,313,11
03-04,0625,01,ST. PAUL,62,220,HIGHLAND PARK SR.,62,1424,521,105,378,211,1424,521,105,378,211,11
03-04,0625,01,ST. PAUL,62,225,HUMBOLDT SR.,62,899,576,73,309,246,899,576,73,309,246,11
03-04,0625,01,ST. PAUL,62,230,JOHNSON SR.,62,1655,880,208,593,254,1655,880,208,593,254,11
03-04,0625,01,ST. PAUL,62,240,ARLINGTON SR.,62,1900,1371,217,939,245,1900,1371,217,939,245,11
03-04,0625,01,ST. PAUL,62,310,BATTLE CREEK MID.,62,720,473,87,266,169,720,473,87,266,169,11
03-04,0625,01,ST. PAUL,62,315,CLEVELAND QUALITY MID.,62,498,374,58,263,88,498,374,58,263,88,11
03-04,0625,01,ST. PAUL,62,325,HAZEL PARK MIDDLE SCHOOL ACADEMY,62,782,500,108,278,156,782,500,108,278,156,11
03-04,0625,01,ST. PAUL,62,330,HIGHLAND PARK JR.,62,864,439,95,251,159,864,439,95,251,159,11
03-04,0625,01,ST. PAUL,62,335,HUMBOLDT JR.,62,458,369,34,157,100,458,369,34,157,100,11
03-04,0625,01,ST. PAUL,62,342,MURRAY JR.,62,810,355,106,198,149,810,355,106,198,149,11
03-04,0625,01,ST. PAUL,62,345,RAMSEY JR.,62,784,383,84,192,104,784,383,84,192,104,11
03-04,0625,01,ST. PAUL,62,352,WASHINGTON TECHNOLOGY MAGNET MID.,62,751,561,81,338,162,751,561,81,338,162,11
03-04,0625,01,ST. PAUL,62,355,WILSON JR.,62,171,138,15,54,45,171,138,15,54,45,11
03-04,0625,01,ST. PAUL,62,410,ADAMS MAGNET EL.,62,683,156,83,217,47,683,156,83,217,47,11
03-04,0625,01,ST. PAUL,62,413,AMES EL.,62,267,199,32,105,43,267,199,32,105,43,11
03-04,0625,01,ST. PAUL,62,415,JOHN JOHNSON ACHIEVEMENT PLUS EL.,62,322,265,33,71,55,322,265,33,71,55,11
03-04,0625,01,ST. PAUL,62,422,BATTLE CREEK MAGNET EL.,62,522,258,86,237,58,522,258,86,237,58,11
03-04,0625,01,ST. PAUL,62,425,CHELSEA HEIGHTS EL.,62,445,135,49,95,43,445,135,49,95,43,11
03-04,0625,01,ST. PAUL,62,428,CHEROKEE HEIGHTS MAGNET EL.,62,524,359,74,209,80,524,359,74,209,80,11
03-04,0625,01,ST. PAUL,62,430,BRIDGE VIEW SP. ED.,62,148,67,14,2,148,148,67,14,2,148,11
03-04,0625,01,ST. PAUL,62,431,COMO PARK EL.,62,483,358,50,197,83,483,358,50,197,83,11
03-04,0625,01,ST. PAUL,62,432,COMO SPECIAL/HARTZELL,62,122,75,17,8,122,122,75,17,8,122,11
03-04,0625,01,ST. PAUL,62,433,DAYTONS BLUFF EL.,62,365,303,19,132,57,365,303,19,132,57,11
03-04,0625,01,ST. PAUL,62,435,EXPO/HARRIET BISHOP CENTER,62,642,229,61,188,87,642,229,61,188,87,11
03-04,0625,01,ST. PAUL,62,438,MUSEUM MAGNET/RONDO,62,337,149,38,97,35,337,149,38,97,35,11
03-04,0625,01,ST. PAUL,62,449,BRUCE F VENTO EL.,62,459,379,44,230,57,459,379,44,230,57,11
03-04,0625,01,ST. PAUL,62,452,EASTERN HEIGHTS EL.,62,337,197,47,111,76,337,197,47,111,76,11
03-04,0625,01,ST. PAUL,62,458,FARNSWORTH EL.,62,564,324,101,250,50,564,324,101,250,50,11
03-04,0625,01,ST. PAUL,62,460,FOUR SEASONS EL.,62,326,158,40,58,55,326,158,40,58,55,11
03-04,0625,01,ST. PAUL,62,461,FRANKLIN MAGNET EL.,62,385,282,48,216,39,385,282,48,216,39,11
03-04,0625,01,ST. PAUL,62,462,L'ETOILE DUNORD FRENCH IMMERSION,62,281,49,18,32,11,281,49,18,32,11,11
03-04,0625,01,ST. PAUL,62,464,FROST LAKE MAGNET EL.,62,542,306,80,317,78,542,306,80,317,78,11
03-04,0625,01,ST. PAUL,62,465,CROSSROADS MONTESSORI,62,370,134,55,99,47,370,134,55,99,47,11
03-04,0625,01,ST. PAUL,62,466,CROSSROADS SCIENCE,62,382,167,63,92,53,382,167,63,92,53,11
03-04,0625,01,ST. PAUL,62,467,GALTIER MAGNET EL.,62,340,220,46,79,50,340,220,46,79,50,11
03-04,0625,01,ST. PAUL,62,476,GROVELAND PARK EL.,62,429,131,21,61,44,429,131,21,61,44,11
03-04,0625,01,ST. PAUL,62,482,HANCOCK/HAMLINE MAGNET EL.,62,520,342,76,287,69,520,342,76,287,69,11
03-04,0625,01,ST. PAUL,62,488,HAYDEN HEIGHTS EL.,62,403,191,61,131,73,403,191,61,131,73,11
03-04,0625,01,ST. PAUL,62,491,HIGHLAND PARK EL.,62,295,153,31,83,16,295,153,31,83,16,11
03-04,0625,01,ST. PAUL,62,493,HILL MONTESSORI,62,520,133,46,129,41,520,133,46,129,41,11
03-04,0625,01,ST. PAUL,62,494,CAPITOL HILL MAGNET/RONDO,62,954,195,74,151,44,954,195,74,151,44,11
03-04,0625,01,ST. PAUL,62,496,HIGHWOOD HILLS EL.,62,336,224,26,156,38,336,224,26,156,38,11
03-04,0625,01,ST. PAUL,62,497,HOMECROFT EL.,62,165,105,22,89,31,165,105,22,89,31,11
03-04,0625,01,ST. PAUL,62,500,JACKSON MAGNET EL.,62,480,359,60,291,38,480,359,60,291,38,11
03-04,0625,01,ST. PAUL,62,507,LCD ALLDAY BILINGUAL KG/HOMECROFT,62,85,68,11,85,10,85,68,11,85,10,11
03-04,0625,01,ST. PAUL,62,510,LINWOOD A+ MAGNET EL.,62,386,143,43,82,43,386,143,43,82,43,11
03-04,0625,01,ST. PAUL,62,512,LONGFELLOW MAGNET EL.,62,380,258,43,115,53,380,258,43,115,53,11
03-04,0625,01,ST. PAUL,62,518,MANN EL.,62,313,63,12,36,45,313,63,12,36,45,11
03-04,0625,01,ST. PAUL,62,524,MAXFIELD MAGNET EL.,62,331,273,40,66,79,331,273,40,66,79,11
03-04,0625,01,ST. PAUL,62,527,MISSISSIPPI MAGNET EL.,62,507,334,72,291,98,507,334,72,291,98,11
03-04,0625,01,ST. PAUL,62,528,MONROE COMMUNITY,62,545,347,67,172,88,545,347,67,172,88,11
03-04,0625,01,ST. PAUL,62,530,WORLD CULTURES MAGNET/MNDS PRK.,62,320,210,68,178,27,320,210,68,178,27,11
03-04,0625,01,ST. PAUL,62,533,NOKOMIS MONTESSORI/MAGNET,62,471,150,70,194,53,471,150,70,194,53,11
03-04,0625,01,ST. PAUL,62,536,NORTH END EL.,62,481,365,48,214,57,481,365,48,214,57,11
03-04,0625,01,ST. PAUL,62,538,PARKWAY EL.,62,411,297,63,192,65,411,297,63,192,65,11
03-04,0625,01,ST. PAUL,62,541,PHALEN LAKE EL.,62,549,439,44,261,63,549,439,44,261,63,11
03-04,0625,01,ST. PAUL,62,542,PROSPERITY HEIGHTS EL.,62,354,220,53,170,41,354,220,53,170,41,11
03-04,0625,01,ST. PAUL,62,545,RANDOLPH HEIGHTS EL.,62,308,105,21,36,46,308,105,21,36,46,11
03-04,0625,01,ST. PAUL,62,551,RIVERVIEW MAGNET EL.,62,258,172,32,128,28,258,172,32,128,28,11
03-04,0625,01,ST. PAUL,62,552,PAUL & SHEILA WELLSTONE EL.,62,439,334,51,262,50,439,334,51,262,50,11
03-04,0625,01,ST. PAUL,62,554,ROOSEVELT MAGNET EL.,62,458,367,47,258,42,458,367,47,258,42,11
03-04,0625,01,ST. PAUL,62,557,ST. ANTHONY PARK EL.,62,403,99,28,70,35,403,99,28,70,35,11
03-04,0625,01,ST. PAUL,62,563,SHERIDAN EL.,62,304,136,54,86,36,304,136,54,86,36,11
03-04,0625,01,ST. PAUL,62,570,EASTSIDE WORKPLACE KDGN.,62,36,1,2,8,3,36,1,2,8,3,11
03-04,0625,01,ST. PAUL,62,571,COMMUNITY KINDERGARTEN,62,214,114,35,4,3,214,114,35,4,3,11
03-04,0625,01,ST. PAUL,62,578,WEBSTER MAGNET EL.,62,847,513,113,148,93,847,513,113,148,93,11
03-04,0625,01,ST. PAUL,62,579,AMERICAN INDIAN/MOUNDS PARK,62,324,250,36,89,52,324,250,36,89,52,11
03-04,0625,01,ST. PAUL,62,600,SHARED TIME NONPUBLIC,62,12,1,0,0,10,12,1,0,0,10,11
03-04,0625,01,ST. PAUL,62,608,FOCUS BEYOND,62,440,81,4,88,433,440,81,4,88,433,11
03-04,0625,01,ST. PAUL,62,648,JOHN A. JOHNSON EARLY EDUCATION,62,0,0,0,0,0,23,17,2,0,23,11
03-04,0625,01,ST. PAUL,62,649,EARLY EDUCATION CROSSROADS,62,0,0,0,0,0,33,16,3,0,33,11
03-04,0625,01,ST. PAUL,62,652,ARLINGTON HOUSE SP ED,62,7,6,0,1,4,7,6,0,1,4,11
03-04,0625,01,ST. PAUL,62,653,BOOTH BROWN HOUSE,62,5,5,0,1,3,5,5,0,1,3,11
03-04,0625,01,ST. PAUL,62,654,BRUCE F VENTO LEARNING CENTER,62,36,31,3,3,36,36,31,3,3,36,11
03-04,0625,01,ST. PAUL,62,675,UNITED HOSP ADOLESCENT PROGRAM,62,14,2,0,1,4,14,2,0,1,4,11
03-04,0625,01,ST. PAUL,62,678,JUVENILE SERVICE CENTER,62,59,48,0,16,26,59,48,0,16,26,11
03-04,0625,01,ST. PAUL,62,684,EL. AUTISTIC PROG/BATTLE CREEK EL.,62,11,5,2,3,11,11,5,2,3,11,11
03-04,0625,01,ST. PAUL,62,685,EARLY EDUCATION-RONDO,62,0,0,0,0,0,186,84,16,0,186,11
03-04,0625,01,ST. PAUL,62,687,EARLY EDUCATION-HILL,62,0,0,0,0,0,54,31,4,0,54,11
03-04,0625,01,ST. PAUL,62,690,EARLY EDUCATION-RIVERVIEW,62,0,0,0,0,0,10,8,1,0,10,11
03-04,0625,01,ST. PAUL,62,694,EARLY EDUCATION-WHEELOCK,62,0,0,0,0,0,97,56,11,0,97,11
03-04,0625,01,ST. PAUL,62,695,PAS EAST,62,26,18,2,1,26,26,18,2,1,26,11
03-04,0625,01,ST. PAUL,62,696,EARLY EDUCATION-HIGHWOOD HILLS,62,0,0,0,0,0,31,17,4,0,31,11
03-04,0625,01,ST. PAUL,62,698,EARLY ED. EXPO/HARRIET BISHOP,62,0,0,0,0,0,59,14,6,0,59,11
03-04,0625,01,ST. PAUL,62,699,ECSE INCLUSION,62,0,0,0,0,0,82,30,2,0,82,11
03-04,0625,01,ST. PAUL,62,710,ALC UNIDALE,62,320,129,15,8,16,320,129,15,8,16,11
03-04,0625,01,ST. PAUL,62,715,ALC COMMUNITY SCHOOL,62,149,63,10,1,14,149,63,10,1,14,11
03-04,0625,01,ST. PAUL,62,717,ALC BESTT,62,63,45,8,14,3,63,45,8,14,3,11
03-04,0625,01,ST. PAUL,62,718,ALC GATEWAY,62,12,1,1,1,1,12,1,1,1,1,11
03-04,0625,01,ST. PAUL,62,719,ALC CREATIVE ARTS SCHOOL,62,97,18,2,1,1,97,18,2,1,1,11
03-04,0625,01,ST. PAUL,62,720,ALC HUBB PROGRAM,62,56,17,0,1,0,56,17,0,1,0,11
03-04,0625,01,ST. PAUL,62,721,ALC EVENING H.S.,62,16,4,0,1,0,16,4,0,1,0,11
03-04,0625,01,ST. PAUL,62,723,ALC LEAP,62,159,115,9,147,1,159,115,9,147,1,11
03-04,0625,01,ST. PAUL,62,725,ALC LEAD,62,35,17,2,0,2,35,17,2,0,2,11
03-04,0625,01,ST. PAUL,62,727,TRANSITION FOR SUCCESS,62,9,5,0,3,2,9,5,0,3,2,11
03-04,0625,01,ST. PAUL,62,825,BOYS TOTEM TOWN,62,86,66,0,21,38,86,66,0,21,38,11
03-04,0625,01,ST. PAUL,62,841,GUADALUPE ALTERNATIVE PROGRAMS,62,137,97,17,54,35,137,97,17,54,35,11
03-04,0625,01,ST. PAUL,62,962,CALVIN ACADEMY,62,1,0,0,0,0,1,0,0,0,0,11
