SchYear,DistNumb,DistType,DistName,SchNum,SchClassif,SchName,CountyNum,CountyName,EconDevRgn,TotFTE,Male,Female,IndianMale,IndianFemale,AsianMale,AsianFemale,HispanicMale,HispanicFemale,BlackMale,BlackFemale,WhiteMale,WhiteFemale,NewTch,AvgYrsExp,Exp1-5,Exp6-10,Exp11-15,Exp16-20,Exp21-25,Exp26-30,Exp31+,<BA,BA,MA,PhD,EdUnkn,AvgAge,Age <25,Age25-29,Age30-34,Age35-44,Age45-54,Age55+
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,494,10,CAPITOL HILL MAGNET/RONDO,62,RAMSEY,11,49.15,11.92,37.23,0.00,0.00,0.00,3.06,0.00,3.05,0.96,2.06,10.96,29.06,0.00,15.74,4.95,8.47,11.07,14.29,4.33,3.07,2.97,0.00,10.24,38.91,0.00,0.00,44.58,0.00,2.99,4.09,15.08,16.95,10.04
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,496,10,HIGHWOOD HILLS ELEMENTARY,62,RAMSEY,11,29.41,4.87,24.54,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.87,24.54,0.99,18.48,3.88,4.87,7.79,2.99,2.92,5.00,1.96,0.00,11.71,17.70,0.00,0.00,45.92,0.99,0.98,3.93,5.83,9.83,7.85
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,497,10,HOMECROFT ELEMENTARY,62,RAMSEY,11,21.36,2.92,18.44,0.00,0.00,0.00,0.00,1.00,2.86,0.00,0.00,1.92,15.58,0.00,12.02,6.92,5.88,0.94,2.86,2.94,0.00,1.82,0.00,11.80,8.56,1.00,0.00,38.29,0.98,5.96,1.96,5.82,4.68,1.96
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,500,10,JACKSON MAGNET ELEMENTARY,62,RAMSEY,11,32.82,4.03,28.79,0.00,0.00,0.00,6.02,0.00,0.00,0.00,0.00,4.03,22.77,0.00,15.17,5.95,8.15,10.34,3.50,1.03,1.88,1.97,0.00,11.31,21.51,0.00,0.00,41.92,0.00,3.99,4.06,14.80,4.01,5.96
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,510,10,LINWOOD A+ MAGNET ELEMENTARY,62,RAMSEY,11,24.82,5.69,19.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.10,5.69,17.03,0.00,15.58,0.99,6.52,9.11,1.05,2.05,3.10,2.00,0.00,7.78,17.04,0.00,0.00,43.72,0.00,1.05,4.96,6.81,7.30,4.70
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,512,10,LONGFELLOW MAGNET ELEMENTARY,62,RAMSEY,11,22.29,2.91,19.38,0.00,0.00,0.00,2.92,0.00,1.96,0.00,1.91,2.91,12.59,0.96,12.72,8.77,4.86,0.96,1.96,2.88,1.91,0.95,0.00,13.59,8.70,0.00,0.00,38.88,3.88,4.85,2.95,0.96,6.74,2.91
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,518,10,MANN ELEMENTARY,62,RAMSEY,11,20.99,3.92,17.07,0.00,1.04,0.00,0.00,0.00,0.00,0.00,1.04,3.92,14.99,0.00,27.61,0.00,2.00,4.06,0.00,2.98,3.12,8.83,0.00,5.12,15.87,0.00,0.00,53.69,0.00,0.00,2.04,1.54,5.69,11.72
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,524,10,MAXFIELD MAGNET ELEMENTARY,62,RAMSEY,11,23.39,4.96,18.43,0.00,0.00,0.00,2.68,0.00,1.98,1.99,3.95,2.97,9.82,1.00,12.89,6.95,4.99,6.82,2.68,0.98,0.00,0.97,0.00,12.84,10.55,0.00,0.00,46.32,1.00,4.00,0.98,3.67,5.80,7.94
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,527,10,MISSISSIPPI MAGNET ELEMENTARY,62,RAMSEY,11,42.52,3.87,38.65,0.00,0.00,0.99,4.46,0.00,2.00,0.00,0.99,2.88,31.20,0.97,17.33,2.96,8.27,10.40,7.08,2.94,5.96,4.91,0.00,8.30,32.23,1.00,0.99,48.96,0.00,0.97,4.46,5.94,19.76,11.39
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,528,10,MONROE COMMUNITY,62,RAMSEY,11,32.24,6.85,25.39,0.00,0.99,0.00,0.00,0.94,1.88,0.00,0.98,5.91,21.54,0.91,16.24,8.68,4.00,3.91,5.26,1.47,5.99,2.93,0.00,14.17,18.07,0.00,0.00,44.62,0.91,4.90,0.94,4.95,11.82,8.72
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,530,10,WORLD CULTURES MAGNET/MNDS PRK.,62,RAMSEY,11,23.38,5.03,18.35,0.00,0.00,0.95,1.01,0.00,0.00,0.00,1.01,4.08,16.33,0.00,12.93,2.13,1.64,11.87,6.73,0.00,0.00,1.01,0.00,6.16,17.22,0.00,0.00,44.58,0.00,1.01,1.47,9.84,7.91,3.15
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,533,10,NOKOMIS MONTESSORI/MAGNET,62,RAMSEY,11,26.93,2.89,24.04,0.00,0.00,0.00,1.99,0.00,0.00,0.94,0.00,1.95,22.05,0.99,12.81,4.95,3.53,9.12,5.39,1.94,2.00,0.00,0.00,12.66,14.27,0.00,0.00,44.63,0.00,3.97,0.98,7.89,9.71,4.38
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,536,10,NORTH END ELEMENTARY,62,RAMSEY,11,29.78,6.42,23.36,2.10,0.00,1.05,4.20,0.00,0.00,0.00,1.05,3.27,18.11,0.00,13.29,3.04,9.34,8.25,5.19,2.04,0.92,1.00,0.00,11.26,18.52,0.00,0.00,42.53,0.00,4.04,5.13,9.51,6.05,5.05
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,541,10,PHALEN LAKE ELEMENTARY,62,RAMSEY,11,45.74,8.24,37.50,0.00,0.00,1.90,7.65,0.00,1.01,0.00,1.02,6.34,27.82,0.00,15.68,4.93,11.57,10.65,6.73,8.89,1.98,0.99,0.00,19.09,24.76,1.89,0.00,45.17,0.00,2.92,5.74,17.36,8.05,11.67
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,542,10,PROSPERITY HEIGHTS ELEMENTARY,62,RAMSEY,11,22.61,1.98,20.63,0.00,0.00,0.00,2.91,0.00,0.94,0.00,1.00,1.98,15.78,1.00,16.88,3.97,4.91,4.88,3.95,0.00,0.95,3.95,0.00,3.96,18.65,0.00,0.00,42.62,1.00,0.99,3.94,7.83,3.95,4.90
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,545,10,RANDOLPH HEIGHTS ELEMENTARY,62,RAMSEY,11,22.65,5.50,17.15,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,5.50,16.15,0.00,17.94,3.00,0.67,5.52,7.99,2.51,0.99,1.97,0.00,3.00,19.65,0.00,0.00,47.36,0.00,1.00,0.00,11.17,4.07,6.41
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,551,10,RIVERVIEW MAGNET ELEMENTARY,62,RAMSEY,11,16.54,1.94,14.60,0.00,0.00,0.00,0.94,1.94,1.93,0.00,0.00,0.00,11.73,0.94,13.50,2.82,2.88,7.86,0.00,0.00,1.00,1.98,0.00,6.86,9.68,0.00,0.00,46.41,0.00,0.94,2.88,1.99,7.75,2.98
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,552,10,PAUL & SHEILA WELLSTONE ELEMENTARY,62,RAMSEY,11,32.69,4.72,27.97,0.00,0.00,0.00,1.94,0.00,3.80,0.00,0.94,4.72,21.29,3.74,10.91,6.62,13.41,7.65,0.99,2.05,1.97,0.00,0.00,14.30,18.39,0.00,0.00,40.56,0.94,8.57,8.58,5.69,4.89,4.02
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,554,10,ROOSEVELT MAGNET ELEMENTARY,62,RAMSEY,11,41.93,7.07,34.86,1.00,0.00,0.00,3.09,0.99,7.92,0.00,0.00,5.08,23.85,1.03,13.74,5.03,13.14,15.19,2.50,2.99,0.00,3.08,0.00,13.08,28.85,0.00,0.00,42.07,0.00,5.06,6.09,14.21,10.03,6.54
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,557,10,ST. ANTHONY PARK ELEMENTARY,62,RAMSEY,11,25.63,4.79,20.84,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,4.79,18.88,0.00,19.14,1.90,4.56,6.60,3.83,2.90,2.90,2.94,0.00,5.81,19.82,0.00,0.00,44.07,1.90,0.98,1.93,9.19,5.83,5.80
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,563,10,SHERIDAN ELEMENTARY,62,RAMSEY,11,16.60,3.90,12.70,0.98,0.00,0.00,2.98,0.00,0.00,0.00,0.00,2.92,9.72,0.00,15.32,0.00,4.92,6.85,0.00,2.89,0.94,1.00,0.00,1.96,14.64,0.00,0.00,42.46,0.00,0.00,2.92,7.86,4.82,1.00
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,571,10,COMMUNITY KINDERGARTEN,62,RAMSEY,11,7.73,0.00,7.73,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,4.73,0.00,12.88,0.00,4.00,2.00,1.00,0.00,0.73,0.00,0.00,6.73,1.00,0.00,0.00,43.50,0.00,0.00,2.00,1.00,3.73,1.00
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,578,10,WEBSTER MAGNET ELEMENTARY,62,RAMSEY,11,49.38,10.40,38.98,0.74,0.00,0.00,1.88,0.00,2.00,0.97,1.88,8.69,33.22,0.74,14.11,13.75,13.46,10.55,4.81,1.92,0.97,3.92,1.00,18.49,29.89,0.00,0.00,43.49,4.47,5.47,6.67,14.30,9.68,8.79
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,579,10,AMERICAN INDIAN/MOUNDS PARK,62,RAMSEY,11,20.41,5.75,14.66,1.98,3.97,0.00,1.00,0.98,0.00,0.00,0.00,2.79,9.69,0.00,9.97,2.75,8.40,7.03,1.25,0.98,0.00,0.00,0.00,7.66,12.75,0.00,0.00,42.65,0.00,0.97,4.35,8.20,4.01,2.88
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,606,50,PROJECT ACHIEVE,62,RAMSEY,11,5.56,3.04,2.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.04,2.52,2.00,10.10,3.01,0.00,1.55,1.00,0.00,0.00,0.00,0.00,3.01,2.55,0.00,0.00,47.00,1.00,1.01,1.00,1.00,0.52,1.03
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,608,50,FOCUS BEYOND,62,RAMSEY,11,28.07,10.95,17.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.95,17.12,0.00,20.16,2.00,4.98,2.99,0.00,10.11,4.00,3.99,0.00,6.67,21.40,0.00,0.00,47.53,0.00,1.00,0.00,6.96,14.12,5.99
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,609,50,PAS WEST 7TH,62,RAMSEY,11,3.03,2.05,0.98,0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.00,1.02,0.98,0.00,9.14,2.00,0.00,0.00,0.00,1.03,0.00,0.00,0.00,2.00,0.00,0.00,1.03,45.00,0.00,0.98,0.00,1.02,0.00,1.03
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,648,50,JOHN A. JOHNSON EARLY EDUCATION,62,RAMSEY,11,2.53,0.00,2.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.53,0.00,9.00,0.93,1.00,0.60,0.00,0.00,0.00,0.00,0.00,1.60,0.93,0.00,0.00,36.67,0.00,0.00,1.93,0.00,0.60,0.00
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,649,50,EARLY EDUCATION CROSSROADS,62,RAMSEY,11,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,0.00,17.00,1.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,2.00,2.00,0.00,0.00,47.50,0.00,0.00,0.00,2.00,1.00,1.00
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,653,77,BOOTH BROWN HOUSE,62,RAMSEY,11,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,51.00,0.00,0.00,0.00,0.00,1.00,0.00
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,654,50,BRUCE F VENTO LEARNING CENTER,62,RAMSEY,11,4.39,0.94,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,3.45,0.00,10.76,0.97,2.82,0.00,0.00,0.00,0.00,0.60,0.00,1.91,2.48,0.00,0.00,35.47,0.00,1.91,0.94,0.94,0.00,0.60
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,668,50,EARLY EDUCATION JACKSON,62,RAMSEY,11,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,26.00,0.00,1.00,0.00,0.00,0.00,0.00
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,678,77,JUVENILE SERVICE CENTER,62,RAMSEY,11,7.00,2.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.99,2.00,3.01,0.00,18.58,1.00,1.00,1.00,1.01,0.99,2.00,0.00,0.00,2.99,4.01,0.00,0.00,45.31,0.00,0.00,1.00,2.00,3.00,1.00
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,684,50,ELEM AUTISTIC PROG/BATTLE CREEK EL.,62,RAMSEY,11,3.28,0.00,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.28,0.00,7.00,0.00,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.97,2.31,0.00,0.00,29.00,0.00,2.94,0.34,0.00,0.00,0.00
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,685,50,EARLY EDUCATION-RONDO,62,RAMSEY,11,13.27,0.00,13.27,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,12.27,0.00,23.36,1.00,1.30,1.00,0.00,3.00,1.97,5.00,0.00,3.97,9.30,0.00,0.00,49.57,0.00,0.00,0.00,2.00,9.27,2.00
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,687,50,EARLY EDUCATION-HILL,62,RAMSEY,11,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,16.50,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,40.00,0.00,1.00,0.00,0.00,1.00,0.00
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,694,50,EARLY EDUCATION-WHEELOCK,62,RAMSEY,11,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,19.75,0.00,2.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,2.00,0.00,0.00,41.75,0.00,0.00,2.00,0.00,1.00,1.00
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,695,50,PAS/ST ANDREWS BLDG,62,RAMSEY,11,3.84,2.84,1.00,0.00,0.00,0.96,0.00,0.00,0.00,0.00,0.00,1.88,1.00,0.00,10.52,0.00,1.88,0.96,1.00,0.00,0.00,0.00,0.00,0.00,3.84,0.00,0.00,44.39,0.00,0.00,0.92,0.96,0.00,1.96
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,696,50,EARLY EDUCATION-HIGHWOOD HILLS,62,RAMSEY,11,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,10.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,32.67,0.00,2.00,0.00,0.00,1.00,0.00
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,710,41,GORDON PARKS HIGH SCHOOL ALC,62,RAMSEY,11,11.00,7.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,4.00,0.00,16.50,2.00,1.00,5.00,1.00,0.00,0.00,2.00,0.00,2.00,9.00,0.00,0.00,49.67,0.00,0.00,1.00,1.00,6.00,3.00
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,715,41,AREA LEARNING CNTR COMMUNITY SCHOOL,62,RAMSEY,11,7.54,1.92,5.62,0.00,0.00,0.00,0.99,0.00,0.00,1.00,0.94,0.92,3.69,0.00,9.30,2.87,1.88,0.80,1.00,0.00,0.99,0.00,0.00,2.87,4.67,0.00,0.00,37.82,0.00,2.87,0.00,2.68,1.00,0.99
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,717,41,AREA LEARNING CENTER BESTT,62,RAMSEY,11,0.57,0.00,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.00,29.00,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.00,0.00,0.57,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.57,0.00
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,718,41,AREA LEARNING CENTER GATEWAY,62,RAMSEY,11,0.80,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,12.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,41.00,0.00,0.00,0.00,0.80,0.00,0.00
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,719,41,ALC CREATIVE ARTS SCHOOL,62,RAMSEY,11,6.60,3.92,2.68,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,3.92,1.68,0.00,9.50,0.00,4.92,1.00,0.68,0.00,0.00,0.00,0.00,2.00,4.60,0.00,0.00,41.38,0.00,0.00,2.92,0.00,3.68,0.00
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,720,41,AREA LEARNING CENTER HUBB PROG.,62,RAMSEY,11,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,58.00,0.00,0.00,0.00,0.00,0.00,1.00
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,721,41,ALC EVENING HIGH SCHOOL,62,RAMSEY,11,5.39,2.11,3.28,0.00,0.00,0.47,1.00,0.00,0.00,0.00,0.00,1.64,2.28,0.00,8.20,4.25,0.67,0.00,0.00,0.47,0.00,0.00,0.00,3.25,2.14,0.00,0.00,39.33,0.40,0.94,0.97,0.67,1.47,0.94
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,723,41,ALC INTERNATIONAL ACAD/LEAP,62,RAMSEY,11,24.66,8.61,16.05,0.00,0.00,1.88,1.91,0.00,0.00,0.00,0.00,6.73,14.14,0.00,11.17,3.87,8.67,7.25,2.87,1.00,1.00,0.00,0.00,7.77,16.89,0.00,0.00,45.35,0.00,1.01,2.95,9.63,5.18,5.89
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,725,41,AREA LEARNING CENTER LEAD WEST,62,RAMSEY,11,0.99,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,5.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00,30.00,0.00,0.00,0.99,0.00,0.00,0.00
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,727,41,TRANSITION FOR SUCCESS,62,RAMSEY,11,3.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,20.33,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,2.00,1.00,0.00,0.00,47.00,0.00,1.00,0.00,0.00,0.00,2.00
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,728,41,ALC ON TRACK,62,RAMSEY,11,4.05,1.04,3.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,3.01,0.91,7.80,1.95,0.99,0.13,0.98,0.00,0.00,0.00,0.00,1.04,3.01,0.00,0.00,40.60,0.91,1.04,0.00,0.00,1.12,0.98
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,825,77,BOYS TOTEM TOWN,62,RAMSEY,11,7.85,2.95,4.90,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,4.90,0.00,7.97,3.01,2.93,0.96,0.95,0.00,0.00,0.00,0.00,5.91,1.94,0.00,0.00,37.65,0.00,0.00,2.96,1.91,2.98,0.00
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,841,43,GUADALUPE ALTERNATIVE PROGRAMS,62,RAMSEY,11,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,17.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,1.00,0.00
07-08,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,000,0,Totals:,62,RAMSEY,11,"2,626.15",688.44,"1,937.71",13.57,23.42,34.94,132.53,16.17,84.14,41.35,82.28,582.41,"1,615.34",83.85,13.27,484.10,643.25,631.85,298.95,218.00,162.25,186.61,7.59,"1,011.73","1,574.53",19.04,13.26,42.59,65.50,281.50,345.90,706.84,713.39,513.02
07-08,0627,01,OKLEE PUBLIC SCHOOL DISTRICT,010,10,OKLEE ELEMENTARY,63,RED LAKE,01,0.80,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,20.67,0.27,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.60,0.47,0.00,0.00,41.67,0.00,0.27,0.00,0.00,0.53,0.00
07-08,0627,01,OKLEE PUBLIC SCHOOL DISTRICT,020,33,RED LAKE COUNTY CENTRAL HIGH SCHOOL,63,RED LAKE,01,14.51,6.96,7.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.96,7.55,0.46,12.98,3.10,4.29,1.82,0.99,0.99,2.32,1.00,0.46,13.06,6.30,0.00,0.00,42.93,0.00,0.99,4.29,2.25,3.68,3.30
07-08,0627,01,OKLEE PUBLIC SCHOOL DISTRICT,000,0,Totals:,63,RED LAKE,01,15.31,6.96,8.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.96,8.35,0.46,13.51,3.37,4.29,1.82,0.99,0.99,2.85,1.00,0.46,13.66,6.77,0.00,0.00,42.84,0.00,1.26,4.29,2.25,4.21,3.30
07-08,0628,01,PLUMMER PUBLIC SCHOOL DISTRICT,011,10,RED LAKE COUNTY CENTRAL ELEMENTARY,63,RED LAKE,01,18.04,2.00,16.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,16.04,0.47,19.50,2.58,2.00,1.13,1.00,4.00,4.00,3.33,0.89,14.57,10.24,0.00,0.00,44.54,0.00,2.33,1.47,3.42,8.46,2.36
07-08,0628,01,PLUMMER PUBLIC SCHOOL DISTRICT,000,0,Totals:,63,RED LAKE,01,18.04,2.00,16.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,16.04,0.47,19.50,2.58,2.00,1.13,1.00,4.00,4.00,3.33,0.89,14.57,10.24,0.00,0.00,44.54,0.00,2.33,1.47,3.42,8.46,2.36
07-08,0630,01,RED LAKE FALLS PUBLIC SCHOOL DIST.,010,10,J.A. HUGHES ELEMENTARY,63,RED LAKE,01,16.23,3.83,12.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.83,12.40,2.00,15.24,3.80,3.43,2.67,0.00,0.00,0.00,6.33,0.00,11.23,5.40,0.00,0.00,45.40,2.00,0.67,1.94,1.83,2.66,7.13
07-08,0630,01,RED LAKE FALLS PUBLIC SCHOOL DIST.,020,33,LAFAYETTE SECONDARY,63,RED LAKE,01,18.76,8.55,10.21,0.00,0.00,0.00,0.00,1.01,0.00,0.00,0.00,7.54,10.21,0.00,15.44,2.77,4.95,4.62,1.36,0.00,1.00,4.06,0.00,15.94,3.05,0.00,0.00,41.85,0.00,4.81,0.33,4.47,5.75,3.40
07-08,0630,01,RED LAKE FALLS PUBLIC SCHOOL DIST.,000,0,Totals:,63,RED LAKE,01,34.99,12.38,22.61,0.00,0.00,0.00,0.00,1.01,0.00,0.00,0.00,11.37,22.61,2.00,15.40,6.57,8.38,7.29,1.36,0.00,1.00,10.39,0.00,27.17,8.45,0.00,0.00,42.57,2.00,5.48,2.27,6.30,8.41,10.53
07-08,0635,01,MILROY PUBLIC SCHOOL DISTRICT,000,00,MILROY PUBLIC SCHOOL DISTRICT,64,REDWOOD,08,1.03,0.00,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.00,9.75,0.86,0.00,0.00,0.00,0.00,0.00,0.17,0.00,1.03,0.00,0.00,0.00,31.25,0.86,0.00,0.00,0.00,0.00,0.17
07-08,0635,01,MILROY PUBLIC SCHOOL DISTRICT,001,10,MILROY ELEMENTARY,64,REDWOOD,08,1.84,0.14,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,1.70,0.00,20.00,0.34,0.28,0.00,0.00,0.38,0.00,0.84,0.00,1.84,0.00,0.00,0.00,46.11,0.17,0.00,0.45,0.00,0.00,1.22
07-08,0635,01,MILROY PUBLIC SCHOOL DISTRICT,002,31,MILROY JUNIOR HIGH,64,REDWOOD,08,2.20,0.24,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,1.96,0.00,5.67,1.80,0.16,0.00,0.00,0.24,0.00,0.00,0.00,2.20,0.00,0.00,0.00,33.56,0.80,0.50,0.36,0.00,0.00,0.54
07-08,0635,01,MILROY PUBLIC SCHOOL DISTRICT,000,0,Totals:,64,REDWOOD,08,5.07,0.38,4.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,4.69,0.00,12.53,3.00,0.44,0.00,0.00,0.62,0.00,1.01,0.00,5.07,0.00,0.00,0.00,38.98,1.83,0.50,0.81,0.00,0.00,1.93
07-08,0640,01,WABASSO PUBLIC SCHOOL DISTRICT,010,10,WABASSO ELEMENTARY,64,REDWOOD,08,12.60,1.73,10.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.73,10.87,0.00,16.09,0.03,1.99,4.74,3.00,0.00,0.00,2.84,0.00,12.60,0.57,0.00,0.00,41.39,0.03,1.50,1.99,4.00,0.24,4.84
07-08,0640,01,WABASSO PUBLIC SCHOOL DISTRICT,020,33,WABASSO SECONDARY,64,REDWOOD,08,15.80,9.69,6.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.69,6.11,0.00,11.18,2.00,7.12,2.86,1.62,0.00,1.00,1.20,0.00,11.80,4.00,0.00,0.00,38.89,0.60,2.41,3.01,4.42,3.96,1.40
